,name,gmap_id,category,avg_rating,num_of_reviews
92,Kaiser Permanente Medical Center Steven Rose MD,0x809ac5c1da3acf1d:0x44911fc621801f93,health,5.0,1
94,Speed Bird,0x809acff7001d566b:0x8968f570205e04f2,auto,4.3,8
98,SL8 Fitness & Nutrition for Women,0x8084d0db1462f17d:0x6315c3d9283389ad,beauty,4.8,16
99,Carlton Club,0x8084d0e5f234f735:0x782262f8c6962382,restaurant,4.3,8
100,Kaia FIT Woodland,0x8084d103adaaa093:0x62529f4ebcfc336b,recreation,4.9,8
102,Woodland Healthcare: Cammarosano Camine A MD,0x8084d0be7ecf65eb:0x5988dfa03576e4aa,health,1.0,1
103,New Image,0x8084d08d17334517:0x91b217502a9a8986,beauty,4.8,6
104,Classic Beauty Salon,0x8084d18a54419be7:0xad313bb4833b41bd,beauty,4.5,8
105,Costco Food Court,0x8084d155d59bbe79:0xea9392e201d6ec6f,restaurant,3.8,8
106,Griffin & Reed Eye Care,0x809ada545779c3cf:0x3593773bce3574ed,health,4.7,44
114,Circle M Cigarette Market,0x809ac5256757004f:0x27b774cf5a184fb9,retail,4.3,2
117,Good Neighbors Child Development Center,0x809ad77f41e088f7:0x9e870d623cd0e132,health,4.7,15
118,Aurora Massage,0x809ad993cd15cc69:0x38291ec9a11f59ed,beauty,4.2,56
119,Orient Massage,0x809adee9ac6f1bd7:0xe2e56d16919b9b8d,beauty,3.6,15
124,Valley Gaming & Billiards Home,0x809add6b2d273da5:0x4610dea4cb4aa5df,retail,4.1,18
126,Dan's Mission Towing,0x809ad4111dd01501:0xf8adf3a057108e2a,auto,3.3,6
129,Caballo Bronco Barber Styling,0x809ad73dbbfe5ef1:0x45f57e4e50d4c232,beauty,4.0,28
131,Melting Point Massage & Spa,0x809ad68a4b531825:0x635fa3c8560daf3c,beauty,3.7,18
132,ANKANG Massage & Reflexology,0x809adbeb7a97a489:0x36ea91b3e64da623,beauty,4.7,17
133,Sweetness spa,0x809ad993cbfd3b07:0x8957c68b56e2d414,beauty,3.7,17
135,Ferreira's Health & Fitness,0x809ad7459ef81893:0xedabcb2f9a9ffbbf,recreation,4.4,25
137,Howe Park Duck and Fishing Pond,0x809adb8067664215:0xfa0584596ad69a2f,recreation,4.4,15
140,John F Kennedy High School,0x809ad1f8e6c7cb27:0x8d317d9121d3ec92,education,3.9,28
142,Hair Story,0x809adcbe7d48ed7d:0x6f9b717013a79c15,beauty,4.1,16
143,Chevron,0x809adcb7344eb297:0xac0f88c8900a3903,auto,3.1,14
144,AllMed Medical Center,0x809ada5b3f8a76d5:0xb342fb5ac8aee594,health,2.6,8
146,China House,0x809ae410bb4b79db:0x8e53e91c4a62cfcd,restaurant,4.2,16
150,Images II Barber Shop,0x809ac79398b92c1b:0x21fcbb3af744a93b,beauty,4.5,68
153,Children's Receiving Home of Sacramento,0x809ad914be6c5e8f:0xfad2f7d8e2757a7f,health,3.9,25
154,Observation Deck in Cosumnes River Preserve,0x809abb6d6d1209ff:0xb66f1d6dde35da2,recreation,4.5,2
155,Bruss Ranch & CalOak Oberhasli Dairy Goats; Breed Leaders Top Ten Does,0x8084d8fc52f44937:0x451d3fd9a5636a91,recreation,5.0,1
159,Petrol Auto Sales,0x809ad96d48b747a5:0x76dcdab000f2b3d1,auto,4.3,38
160,Nissan Elk Grove Service Center,0x809ac76ef512905b:0xdd97f6e6a33f85bf,auto,3.4,8
164,Anytime Fitness,0x809ad3df6746f62f:0x65776f267ea7046,recreation,2.3,28
165,Empire Parkway Dental Group,0x809ae4876b50fefb:0x79b73efb9af4710f,health,4.3,14
166,Kiki's Chicken Place,0x809ae58e5b6f8889:0x997c522d3d5cf906,restaurant,3.7,8
169,Apricot Lane Boutique,0x809ae50606f444f5:0xc4569619330fcda4,retail,4.4,18
170,La Coupe Maison Salon,0x809ae6aa2aebafbb:0xc38f6e8b29090060,beauty,4.7,8
172,Intel Folsom Pond,0x809ae5778647cf31:0x2439f86b3797ead3,recreation,5.0,2
173,Sacramento Community Clinic - Dental,0x809ac52e60ab97ad:0x457fe5f368761bb2,health,3.5,4
174,Gasca Auto Glass,0x809acf9537d441ff:0x6fe701e4fdd3999,auto,4.2,13
177,Creekside Signs,0x8084df6e18699dd7:0x156c5d58dfdf1f0,retail,4.5,4
180,JRM Ranch,0x80852bf165465689:0x62dc5e8d148d1307,recreation,4.5,6
181,California Check Cashing Stores,0x8084d0ee04199049:0xeb4aca1c55b64090,retail,3.2,13
183,Leslie's,0x808529cac9ef7013:0xc05cdddb4fde7a62,recreation,3.8,18
184,BROS LIQUOR,0x808529726ba1ada7:0x9fd2787ac2016035,grocery,5.0,5
186,City Haircuts,0x809ade3065342aa3:0x6240f02a3a7e9d3d,beauty,4.9,33
193,UC Davis: Sciences Lecture Hall,0x80852905d81778a1:0xeacfc09c80ee34a8,education,4.5,4
194,Sciences Lab Building,0x80852905e68be3b7:0x62c6ae9ff73adef3,education,4.5,2
195,Wellman Hall,0x80852908d0f6cfdd:0xce294662bb65b16,education,4.0,6
196,UC Davis Earth And Physical Sciences Bldg,0x808529103835af4f:0xd954092cde7bd1c,education,5.0,1
197,Mathematical Sciences Building,0x8085290fe1af8f55:0xf4e9a18674415091,education,4.4,5
199,Carl's Jr.,0x80852990182f7d55:0xe7374fc8442789f1,restaurant,3.0,7
202,ASUCD Experimental College,0x8085290f77055555:0x937f3622325eb37f,education,4.5,2
203,Sproul Hall,0x8085290c346ab205:0x659f431d15737e7a,education,4.5,2
207,Violet Massage Therapy,0x809ad090c0b9b401:0x4300d2c94496ed7a,beauty,4.3,51
210,Kaiser Permanente Medical Center Steven Rose MD,0x809ac5c1da3acf1d:0x44911fc621801f93,health,5.0,1
212,Speed Bird,0x809acff7001d566b:0x8968f570205e04f2,auto,4.3,8
216,SL8 Fitness & Nutrition for Women,0x8084d0db1462f17d:0x6315c3d9283389ad,beauty,4.8,16
217,Carlton Club,0x8084d0e5f234f735:0x782262f8c6962382,restaurant,4.3,8
218,Kaia FIT Woodland,0x8084d103adaaa093:0x62529f4ebcfc336b,recreation,4.9,8
220,Woodland Healthcare: Cammarosano Camine A MD,0x8084d0be7ecf65eb:0x5988dfa03576e4aa,health,1.0,1
221,New Image,0x8084d08d17334517:0x91b217502a9a8986,beauty,4.8,6
222,Classic Beauty Salon,0x8084d18a54419be7:0xad313bb4833b41bd,beauty,4.5,8
223,Costco Food Court,0x8084d155d59bbe79:0xea9392e201d6ec6f,restaurant,3.8,8
224,Griffin & Reed Eye Care,0x809ada545779c3cf:0x3593773bce3574ed,health,4.7,44
232,Circle M Cigarette Market,0x809ac5256757004f:0x27b774cf5a184fb9,retail,4.3,2
235,Good Neighbors Child Development Center,0x809ad77f41e088f7:0x9e870d623cd0e132,health,4.7,15
237,Auntie Linda Family Day Ca,0x809ac60f0851ce41:0x57ec7ce35cfb6092,health,5.0,1
238,Cinnabon,0x809ade2407727363:0x6cb49bc8ac7e5da0,restaurant,2.8,8
242,Myu Myu,0x808529a758d366e7:0x3f8a54a7517cf833,grocery,4.9,8
243,True North Pizza,0x809ad74f05c789b5:0xc27923eb8a9669b9,restaurant,4.9,18
245,Body Jewlz - Arden Fair Mall,0x809adb1edad782e9:0xce8c50254b9e3e4e,beauty,4.4,44
247,Triangle Park,0x809ad75ae4c32da9:0x655c675558bec8c3,recreation,3.3,18
252,Vampire Penguin,0x80852973bd7fdb17:0x37c0de1ef7e95670,restaurant,5.0,3
254,Tammy Adams | Sacramento Psychic | Intuitive Life Coach & Spiritual Healer,0x809ad0dbbbdf3c2d:0x278da309346d97ff,health,2.6,7
255,Top Rank Heating and Air Conditioning Inc.,0x809ac6223f533f09:0x1b91779bf852062b,auto,4.7,28
257,Stellar Built,0x809ac5046810b61b:0xff3cc8908ca68c34,auto,5.0,28
259,Mercedes International,0x809ae80326db9747:0x86d2488ab743ef77,auto,4.7,56
260,The Park at Laguna Springs,0x809ac7acf8bce011:0x5dc8e998cf3e740c,health,5.0,2
268,Broderick David M MD,0x809adaf889ade5d9:0x1105f6382935d2d0,health,5.0,3
270,Dixie's Paws & Claws,0x8084d0e443fad49f:0xc6565b1b30f65b5a,retail,4.9,84
271,Heald College Rancho Cordova,0x809add6bd696cda5:0x48bc29e9d1d11d37,education,2.1,7
272,Triple Crown Automotive,0x8084d059d27c8d5d:0xe6efee108526a087,auto,4.4,18
274,Strands Aveda Salon,0x8085297371e13385:0x6d8b1aaf7934bfa0,beauty,4.6,16
275,The UPS Store,0x809ac0ad82ea42b1:0xb915efb1fdee22d2,retail,3.5,34
278,CarMax Auctions,0x809ac59eac9485d5:0x340dac8739afd81f,auto,4.0,2
281,A'bout With Hair,0x8085299088910297:0x5ad99f0df0aeb88a,beauty,4.2,8
282,Bobbie Greenwood Community Swim Center,0x8084dff29c86d88f:0xc18a4611be7453c9,recreation,4.4,18
283,Theodore Judah Field,0x809ae40686b4b011:0xf83c65103c1f515d,recreation,4.3,4
293,Afto Auto Parts,0x809ae801a46cb239:0x55738fed489d6e7e,auto,4.8,18
294,Keep it Lit,0x809adf47dd99d987:0xc3b69f1e2ed31213,retail,4.4,18
295,B & L Cash Market,0x809ad9eaeddda341:0x67c13c0ad8a18124,auto,3.9,8
297,Low Price Auto Glass,0x809ac59efe088f9b:0x801cbddf362d465a,auto,4.5,98
298,Auto Glass Combat Vet,0x809adccb41fc9599:0x82b2bc0e56266689,auto,4.9,25
300,Hill Physicians Medical Group,0x809ad0aabcf2ae47:0x522cedb8379cdb61,health,1.8,25
301,Crepe Escape,0x809ad054b82da3b7:0xc0df4b61d7cc8d00,restaurant,4.0,1
302,Tapioca Express,0x809ad1ca09efc1b1:0xfd96a292930a92b1,restaurant,4.0,2
303,ZAPASKA EV PARTS,0x809ad89a7c31fd29:0xfe734e2cacbdf46b,auto,4.5,8
307,Sport Clips Haircuts of Elk Grove - Whitelock & Bruceville,0x809ac76c223096bb:0xd1f595afe5d86d0a,beauty,3.9,18
309,Smog & Auto Repair Specialists,0x809ad047467b257b:0x54a7a0a1e3edfd8c,auto,3.7,7
311,Vibra Hospital of Sacramento,0x809ae4089b048957:0xa58cc30533a5b54a,health,3.6,64
314,Prairie City Flat Track,0x809aef492f87e5cd:0xa666fcabc55c179f,recreation,5.0,18
321,Natomas Park Elementary School,0x809b29d9d404433d:0x88c1b284a27f9d37,education,3.6,8
322,La Jolie Nail Spa,0x809ada1ed403d861:0xc9c90386ecae8db0,beauty,2.9,46
323,Natomas Middle School,0x809b29f4ed2415e1:0xfa020ce25d9b6887,education,2.5,26
324,Yav Pem Suab Academy,0x809ace11caef37c7:0xb38a74229dc55b59,education,3.9,18
325,Solomon's Delicatessen,0x80852901bfddd01f:0xef5c33acec5ec309,restaurant,4.0,38
327,Lynn’s Hair Design,0x809ac620ae9c4def:0x3647bc5269ab0ecd,beauty,4.3,76
329,Four1five Designs,0x809ad7c84e8ed4e9:0xe236c71a772206cc,retail,5.0,4
331,East Bay Restaurant Supply,0x809ad72dfe7cf981:0xce226a3288e467e8,education,3.8,9
334,Shop & Save Smoke Shop,0x809ad758b410f11b:0x6a6aef4b5f1a3337,retail,3.7,28
335,Mama Marks Park Playground,0x809ad98d67f80d4b:0x7dc10c37ee9e6a7d,recreation,5.0,2
340,Sean Suh Care Homes Inc,0x809ac444c7d49a37:0xd9d2feead776b153,health,4.0,2
342,Pelagio's Beauty Salon,0x809ad03f4855f509:0x160b4140a89df9a6,beauty,5.0,17
344,Café Le Monde,0x809ada652009e4e1:0xdb82e2d8645add70,restaurant,4.2,18
345,The Green Boheme,0x809ad75b00bbbbe1:0x4c9480c26ecd3cd8,health,4.6,13
346,Bowen & Reiki By Kiki,0x809ad96b7b1835bf:0x884bacf96e440bb9,beauty,5.0,5
348,PLATINUM COLLISION CENTERS - WE WAIVE YOUR DEDUCTIBLE,0x809ad9fdbd707b73:0x44bb8fa9476ef6c0,auto,5.0,126
349,Metro by T-Mobile,0x809ad41005a50f07:0x8d2a16b0b781c30f,retail,4.6,8
353,Foot & Body Reflexology,0x809ac724773d483d:0x60ea03d7783f18ab,beauty,4.2,63
354,Zela Nails,0x809ac87fd5786ec1:0x948b6a30d8660f65,beauty,4.5,88
355,Razor Sharp Kutz Barber Lounge,0x809ac93e4ccb9cfb:0xc3e812e3565880a7,beauty,4.7,46
357,Fine Line Trim & Upholstery,0x809add5613a46019:0x902e4e0a5d55e864,auto,4.7,38
358,A-Auto Services & Repair,0x809ada91d13b03ad:0xf7921329b61f1fb1,auto,4.8,58
359,StretchLab,0x809ae5aee49d323b:0xbfa4046e7d33f19e,recreation,4.5,4
360,The Organic Coup,0x80852973bc466539:0x3550cb8cb9ed4fcf,restaurant,3.8,4
364,The Soul Boutique,0x809ad75bd36a1a65:0x2d517221129b2d3,retail,5.0,3
369,Kp Korean Market & Karoake,0x809add6ceed2c42d:0x216464bac4aedd5f,restaurant,4.0,2
370,Lara's Tailor,0x809ada6328adbaf1:0xf164949dad5115c9,retail,4.3,8
373,C&H Nguyen Auto Repair,0x809ad04e7615d927:0x34046a5b928b7e0b,auto,4.5,58
377,Selland's Market Café,0x809ad12c5086be97:0xa24afbdc1ec7ac42,restaurant,4.3,6
382,Prestige Wholesale,0x809ad95e1cf1458d:0x7310177657db5a51,auto,4.5,38
383,West Coast Paint & Design | Benjamin Moore Store,0x809ad97f1beed39f:0xe7cbfbae51f5b443,retail,4.8,8
384,Dutch Bros Coffee,0x809ad7381afd6843:0xceaecec727b67574,restaurant,4.4,98
385,Fong Song Ranch,0x809a9753740d49fb:0x8448f29f3b81e953,recreation,5.0,1
388,Revere Court Memory Care,0x809ace0dc11a6987:0x8d41b908e45f5796,health,4.5,2
389,Sojourner Truth Park,0x809ace006e35d351:0x963b9bbc95c833d7,recreation,3.8,18
391,See's Candies,0x8085295788e33d39:0x354e6608f41bb626,retail,4.9,8
392,Performance Racing Development,0x809ad46a923f917b:0xbd9f90ff8f5258c8,auto,4.0,2
395,Swim Chem,0x809adf21f7e21e37:0x1134b4a69fb518ce,recreation,4.9,47
398,Audio Dynamics,0x809acfd9b7bfbe95:0x2f865d83e481a5da,auto,4.4,8
399,Motor Sports Sac,0x809ad90b0ee2123d:0xbe3e2a2bc6634524,auto,3.5,18
400,M3 Motors,0x809adf1e3c8b8feb:0x4afb3c325d36da7b,auto,3.2,62
401,My Battery Expert,0x809ada35053269bb:0xc0202bd149f2b3b8,auto,5.0,1
404,EM ExtraMile,0x809ad6dcbc0b09b9:0x15a69479c242cf4,auto,2.7,6
405,CITYPIZZA,0x809add83d139db0f:0x5949292ed83aba25,restaurant,5.0,2
406,HP Auto,0x809adba4014619df:0x15997c6d9775a64f,auto,5.0,4
408,Progressive Insurance,0x809add43e3964341:0xea927e52019c38b9,recreation,4.2,24
409,U-Haul Moving & Storage of Citrus Heights,0x809adf2dc17f1fc7:0x763bd1e00ce5a1ab,auto,2.9,84
410,Sign Stop NorCal,0x809adf1c23f43fe7:0x50d8ebb3ce1547e9,retail,5.0,1
412,The Uniform Guy,0x809adf2016b32395:0x9aee98c9551ba05f,retail,5.0,1
413,L'OCCITANE EN PROVENCE,0x809ad9f910de9517:0x7c6e9f3a05226b5b,beauty,4.2,8
414,U-Haul Moving & Storage of Mather,0x809add63d7479137:0xc33b44f480bd53a2,auto,3.7,68
416,Monkey Glue Manufacturing,0x809adad51f7768e3:0x5e8fd407772269ce,auto,5.0,4
418,Shear Creations,0x809adfd24c07f7c3:0xb7254a150f4c0303,beauty,4.0,8
419,Cigarettes Discounter,0x809ade19bde466d5:0x7e6d324abdf79c10,retail,4.6,17
422,Rempfer Cellars,0x809ae6acf4cdf7ad:0x33dc01215e2d7017,restaurant,5.0,2
423,Garage Man,0x809ad542a2cc7b1f:0xf1885032c94bb0f8,auto,4.9,108
424,avb marketing,0x809ad7caaa0cd6ab:0x2dceee3eb0b55e4f,retail,4.8,8
425,Esmeralda Bridal & Quinceaneras Inc,0x809ad989bcf55231:0x34c00fbe8b61e28d,retail,4.3,58
426,Winters Branch Library,0x8084df8b35fb6547:0x6278b9261888e14a,education,4.4,6
431,Lilli's Bridal Shop,0x809ac56e0a89a93b:0x10fed6606b04b2db,retail,1.0,1
433,Vaping Image,0x809ac52fa8e173e7:0x1cb14105f4d8a950,retail,4.0,6
440,Goodwill Donation Express,0x809ace22f36bce0d:0x189e29fc352430c,retail,3.4,8
442,Synergy Skincare,0x809ae6adadc7f419:0xb946fe72b67b9cef,health,5.0,58
444,G & S Collision,0x809ac524f7bb5fad:0xd5b98f57006b81ef,auto,4.7,68
445,Nudge Eco Store,0x809ad1a73f39fa29:0xbe4fb72cb78916c3,retail,5.0,7
446,The Creative Space,0x809ad1caee243d97:0xb49a6dcc73e837fc,retail,5.0,4
448,The Center at District56,0x809ac7901af16e5d:0x14c3c77a9d3b8fa4,recreation,4.5,8
449,Hand Surgery Associates,0x809ad0948772cfcf:0xacd2b8f9a5bec0fe,health,4.5,126
450,7-Eleven,0x809ac4960c967ecd:0xdf60ddd6df853da3,auto,3.1,13
451,Emergency Vehicle Outfitters,0x809ab8aa89cff8c9:0x720f0327bb27cfda,auto,4.4,18
454,Lotte Salon,0x809adcbcdc5dd50f:0x814ab7ee32351220,beauty,4.7,26
455,Joshua Pup's Inc,0x809ada54e97b5d69:0x6b249d88c692a7f6,restaurant,4.3,11
456,Safeway Pharmacy,0x809b29e35db4c2a3:0x8002378fd5e4e4bb,health,2.1,8
457,Telecare,0x809ada52de54bea9:0x3ea1839c6995c23,health,4.0,4
460,EZ-CLONE Enterprises Inc.,0x809b221400000001:0x6eae8d5dbc9e5217,auto,5.0,5
462,International Food Market,0x80852982c8a62fb1:0x721d427131012e66,grocery,4.4,57
465,Thrift Center,0x809ad758b8b89587:0xbd61fe0bd9853151,retail,4.0,1
466,Cafe Aulait,0x809ad0e7f5d1facd:0xcafac9c58c93eacf,restaurant,3.7,3
468,Icing on the Cupcake,0x809ad094f4099d43:0x7032e2500fa35c34,restaurant,4.8,5
469,Sugar & Spice Specialty Desserts,0x809ad0d5a9947c6f:0x2c81772ccd7d8c67,restaurant,4.0,1
470,BCBGMAXAZRIA,0x809ae68c247fe93b:0xbdb6ece2f2327f50,retail,4.0,3
476,Maurices,0x8084d1511321a8a7:0x2267f940ed87c5e5,retail,4.8,28
477,Lodi Truck & Equipment,0x809ad41071498c69:0x7d3c15cf67013209,retail,4.3,17
479,Saa Mobile Align Truck & Tire,0x809ac456b86bfbc5:0xbd16cc2574f499c8,auto,5.0,18
481,Affinity Performance,0x809ae7f999d0a621:0xb475d90b75dcc304,auto,4.4,35
483,Herman Joyce Lmft,0x809adbcd5692898d:0x462b1dbcd0e5d83,health,2.3,3
484,Woody's Grill & Bar,0x809adbc4a789bf97:0x8dfeddac76ebbdb6,restaurant,4.1,38
485,Q's Salon & Spa,0x809ade2708e3c5b7:0xae0b8ac93c167ede,beauty,4.8,58
489,Peet's Coffee & Tea,0x809ae48734ff7699:0xd659d22c40bd7e66,restaurant,4.3,8
491,Modern Image Salon-Nikki Cox,0x809ae45ba6479061:0x5b1cd11742a84e15,beauty,4.0,4
493,Chadwick Mini Park,0x809ae45e6b820193:0x461fda5541881fcb,recreation,4.7,6
497,Avila's Hair Design,0x809ad0beb1acfa29:0x67c443ce4b38fd07,beauty,5.0,8
501,505 HS Car details,0x809adb06cbe7904d:0x109b68a13b796625,auto,5.0,7
506,Medical Vision Technology: Grand Alexander MD,0x809ad0ed48b9254b:0x5b31a8e64372eb74,health,4.1,8
507,Whole Health Comm Clinic,0x809adf002937cc9b:0x681bed7be46d5dc9,health,2.4,18
509,Bakers Delight,0x809aded39dc5f319:0x5c8004ab48848ada,restaurant,4.7,27
513,Legendz barbershop,0x809adb703a807df1:0x558223fd958841ff,beauty,4.8,18
514,Labcorp,0x809ae41d0bb6accd:0x8ef4c4532c7acc5,health,2.7,16
515,Frank's Automotive,0x809ada81011f1d6f:0xb6ad7944f91e016f,auto,4.8,144
516,Anytime Fitness,0x809ac73ef2439f99:0xa5ffdc86234c9e08,recreation,4.4,44
518,Executive Flyers Inc,0x809ad1d04ea0a2c7:0x1842166586f430b3,education,3.9,8
519,TRD Auto Sales & Finance,0x809ad98b705d490b:0xc40c8238e9b394ab,auto,4.6,155
520,Rent-A-Center,0x809add1e66cfa0af:0xe492842202268ed3,retail,3.6,18
522,Auto Start of Elk Grove,0x809abf555ebb2e9b:0xd3b78d971e2d20aa,auto,3.6,28
523,Pool Service Sacramento,0x809ac0ab11e45c01:0xf8101f0189e4c14e,recreation,2.0,2
524,Lasher Audi/Isuzu/Suzuki Services,0x809ac76df9fed879:0xe43d5385e4221547,auto,4.7,3
527,Design Furnishings,0x809abcd85c74d199:0xd301d61a15ac5ef6,retail,3.3,38
528,InterState Gasoline,0x809ac575c7d10acd:0x30af56021239bb0f,auto,3.6,7
529,Carquest Auto Parts,0x809add10a2b1de01:0xa5b5f7aa10513c02,auto,4.8,34
532,Summit Business Marketing,0x809ae5b423a9a2e5:0x94215b7c9c531d35,retail,5.0,8
533,Carburetor Factory Inc,0x809adfc2926d9b75:0xacb90a70bb8fbe63,auto,4.7,16
534,Star Radiator Shop,0x8084d0e283262eb5:0xc396a9698aa14f74,auto,3.7,8
535,Mike's Barber Shop,0x809adf8c0a7c0001:0x51c5ff3549bc7c0f,beauty,4.6,22
536,Metro by T-Mobile,0x809ac637017a2baf:0xef665af86a798889,retail,4.6,14
537,Niello Audi Parts Center,0x809ad99921161925:0x6dcb3d60d8542725,auto,4.6,18
540,Quest Diagnostics Elk Grove - 9340 West Stockton,0x809ac705d2686113:0x2163c462f7699db3,health,3.7,3
541,Reddy Urgent Care & Medical Services,0x809ac7006dc3fac5:0xa7cda99df54c9fcf,health,1.5,56
542,T & T Towing,0x809acfebc5399309:0xc27a09cd54c21a67,auto,4.7,33
543,Parren's Cheap Towing,0x809ad698b0024975:0xb860b485bf115b55,auto,4.9,28
544,MARTEL EYE MEDICAL GROUP,0x809add85e2c94811:0xc0e15886f041982,health,2.8,25
545,Sally Beauty,0x809adf38f9330c27:0xe4cd6a497398affe,beauty,4.1,71
546,I FURNITURE WAREHOUSE,0x809ac5c0e2b5a8e7:0x94ed13e689f867a7,retail,4.4,18
550,Vinny's Pizza,0x809ad973158b44ad:0xf7523ebf28b87eb,restaurant,4.0,28
551,Beauty by Miriam & Tania,0x809ad1e7259df691:0x792959270fdafb23,beauty,4.8,3
552,Service Center - Epic Cadillac,0x809adb6e39338463:0xcabe626fe4b185c,auto,3.1,8
553,Moonlight Indian Restaurant,0x809ac645d5622a3d:0xe25d578f4047e0de,restaurant,2.0,1
554,John Strauch Park,0x809ad7066ccf1f13:0xba7a17d46c23c142,recreation,4.1,27
556,Oak Park Healing Arts Center,0x809ad05d1b5bfe33:0xd9b04b1f27f58af3,recreation,4.7,6
557,Choice Nails and Spa,0x809ae5018f06c545:0x728e485b7eea3417,beauty,3.6,28
558,Dollar Tow,0x809ad7bfa2a77f81:0xcb195f0f71cc30f4,auto,3.2,38
562,Delta King Theater,0x809ad6cce8ffb845:0xe4c122b6b1656c08,recreation,4.1,17
565,Sutter Medical Center | Anderson Lucchetti Women's & Children's Center,0x809ad0eb2329553b:0x3d2a8e0c73419da8,health,4.6,28
566,House of Hues Salon & Spa,0x809ac74e81835c73:0xa095d53afdb1bbde,beauty,4.6,16
